userId	itemId	rating
s2U1011135	P1033469	1.0
s2U1008154	P1024911	1.0
s2U1000753	P1021719	1.0
s2U1009790	P1000481	1.0
s2U1003729	P1024040	1.0
s2U1004994	P1033469	1.0
s2U1000984	P1033469	1.0
s2U1006900	P1003866	1.0
s2U1000663	P1032597	1.0
s2U1006311	P1002807	1.0
s2U1001806	P1029628	1.0
s2U1016391	P1000481	1.0
s2U1000275	P1001124	1.0
s2U1009077	P1027219	1.0
s2U1011321	P1000080	1.0
s2U1006020	P1001599	1.0
s2U1015081	P1023121	1.0
s2U1004465	P1010559	1.0
s2U1009273	P1010547	1.0
s2U1013160	P1034611	1.0
s2U1002476	P1014318	1.0
s2U1006829	P1020739	1.0
s2U1008530	P1027215	1.0
s2U1010921	P1030347	1.0
s2U1003910	P1013766	1.0
s2U1012663	P1032153	1.0
s2U1012544	P1032211	1.0
s2U1005049	P1034611	1.0
s2U1016051	P1001705	1.0
s2U1015503	P1026544	1.0
s2U1005769	P1006422	1.0
s2U1005947	P1014227	1.0
s2U1011872	P1028896	1.0
s2U1011674	P1034611	1.0
s2U1017342	P1033469	1.0
s2U1018000	P1025807	1.0
s2U1008151	P1021719	1.0
s2U1016888	P1019605	1.0
s2U1010243	P1028571	1.0
s2U1007341	P1014994	1.0
s2U1018121	P1005973	1.0
s2U1012137	P1031288	1.0
s2U1003289	P1012181	1.0
s2U1001594	P1012181	1.0
s2U1005835	P1010440	1.0
s2U1007399	P1010190	1.0
s2U1016988	P1031288	1.0
s2U1006322	P1001365	1.0
s2U1010192	P1019005	1.0
s2U1012727	P1026612	1.0
s2U1015730	P1005471	1.0
s2U1016266	P1021570	1.0
s2U1006858	P1034611	1.0
s2U1001017	P1003975	1.0
s2U1011281	P1032230	1.0
s2U1012903	P1013631	1.0
s2U1003335	P1031924	1.0
s2U1008507	P1034611	1.0
s2U1005471	P1033469	1.0
s2U1004447	P1019605	1.0
s2U1018298	P1026398	1.0
s2U1011066	P1009505	1.0
s2U1011276	P1027537	1.0
s2U1017721	P1025828	1.0
s2U1014598	P1011354	1.0
s2U1000874	P1028530	1.0
s2U1005120	P1019005	1.0
s2U1002317	P1000132	1.0
s2U1000375	P1028301	1.0
s2U1013470	P1020903	1.0
s2U1002316	P1015470	1.0
s2U1013324	P1026544	1.0
s2U1015644	P1008826	1.0
s2U1018448	P1024004	1.0
s2U1017688	P1013631	1.0
s2U1015866	P1005919	1.0
s2U1001063	P1031288	1.0
s2U1000161	P1031924	1.0
s2U1018002	P1019890	1.0
s2U1006387	P1014102	1.0
s2U1014200	P1019346	1.0
s2U1009466	P1014102	1.0
s2U1007400	P1027874	1.0
s2U1002476	P1007568	1.0
s2U1004944	P1027537	1.0
s2U1001072	P1032199	1.0
s2U1001302	P1031924	1.0
s2U1000912	P1010440	1.0
s2U1011380	P1012181	1.0
s2U1006966	P1014412	1.0
s2U1018561	P1021719	1.0
s2U1013871	P1013766	1.0
s2U1000461	P1025807	1.0
s2U1014060	P1033469	1.0
s2U1007635	P1028896	1.0
s2U1005447	P1012631	1.0
s2U1002804	P1028702	1.0
s2U1006532	P1002136	1.0
s2U1009723	P1034018	1.0
s2U1004635	P1031288	1.0
s2U1010280	P1021193	1.0
s2U1015945	P1008507	1.0
s2U1016930	P1013631	1.0
s2U1017383	P1000590	1.0
s2U1004491	P1014102	1.0
s2U1018553	P1034611	1.0
s2U1015740	P1013766	1.0
s2U1008736	P1005471	1.0
s2U1002924	P1013766	1.0
s2U1001915	P1031288	1.0
s2U1005097	P1024241	1.0
s2U1012869	P1021570	1.0
s2U1018052	P1031853	1.0
s2U1017563	P1000054	1.0
s2U1018613	P1014102	1.0
s2U1005548	P1018818	1.0
s2U1006677	P1033469	1.0
s2U1006331	P1009505	1.0
s2U1000171	P1005471	1.0
s2U1015442	P1010440	1.0
s2U1002370	P1012607	1.0
s2U1014410	P1000611	1.0
s2U1011796	P1012731	1.0
s2U1001282	P1018865	1.0
s2U1016561	P1021811	1.0
s2U1015832	P1009968	1.0
s2U1008921	P1014413	1.0
s2U1001388	P1030178	1.0
s2U1015891	P1030577	1.0
s2U1002322	P1017037	1.0
s2U1000706	P1033469	1.0
s2U1010038	P1012181	1.0
s2U1010583	P1034018	1.0
s2U1016561	P1014502	1.0
s2U1006955	P1023130	1.0
s2U1007281	P1009795	1.0
s2U1017191	P1034018	1.0
s2U1002569	P1012731	1.0
s2U1014210	P1021719	1.0
s2U1015851	P1024513	1.0
s2U1014200	P1007365	1.0
s2U1007415	P1034018	1.0
s2U1012057	P1001785	1.0
s2U1003744	P1027412	1.0
s2U1011807	P1013386	1.0
s2U1008889	P1013631	1.0
s2U1005948	P1014051	1.0
s2U1013040	P1000599	1.0
s2U1010495	P1015107	1.0
s2U1001207	P1001785	1.0
s2U1009115	P1033469	1.0
s2U1014553	P1034611	1.0
s2U1006887	P1019005	1.0
s2U1014490	P1013969	1.0
s2U1004417	P1005253	1.0
s2U1004860	P1033469	1.0
s2U1009142	P1013766	1.0
s2U1018696	P1008548	1.0
s2U1018478	P1027537	1.0
s2U1007775	P1005792	1.0
s2U1002663	P1029820	1.0
s2U1007277	P1021570	1.0
s2U1010828	P1033133	1.0
s2U1004311	P1003186	1.0
s2U1006355	P1028905	1.0
s2U1009110	P1020880	1.0
s2U1018612	P1034611	1.0
s2U1015881	P1015633	1.0
s2U1016242	P1032482	1.0
s2U1016023	P1016376	1.0
s2U1010630	P1005471	1.0
s2U1016433	P1032988	1.0
s2U1010655	P1019005	1.0
s2U1009051	P1014102	1.0
s2U1008529	P1021570	1.0
s2U1012612	P1014102	1.0
s2U1007634	P1007489	1.0
s2U1004614	P1024453	1.0
s2U1014542	P1001599	1.0
s2U1011396	P1000325	1.0
s2U1008714	P1005192	1.0
s2U1017924	P1028229	1.0
s2U1010953	P1004237	1.0
s2U1002689	P1012181	1.0
s2U1017224	P1030693	1.0
s2U1010986	P1012181	1.0
s2U1016747	P1033469	1.0
s2U1013848	P1018865	1.0
s2U1007443	P1004320	1.0
s2U1011309	P1010381	1.0
s2U1017613	P1013766	1.0
s2U1011607	P1019005	1.0
s2U1014048	P1007571	1.0
s2U1006591	P1004657	1.0
s2U1012630	P1006867	1.0
s2U1006875	P1014102	1.0
s2U1012026	P1019184	1.0
s2U1001239	P1027387	1.0
s2U1017881	P1033320	1.0
s2U1017261	P1013766	1.0
s2U1012339	P1018865	1.0
s2U1013331	P1006557	1.0
s2U1002023	P1010147	1.0
s2U1012884	P1003975	1.0
s2U1007332	P1004618	1.0
s2U1017212	P1013766	1.0
s2U1000694	P1000590	1.0
s2U1000318	P1019605	1.0
s2U1006456	P1005919	1.0
s2U1008282	P1010559	1.0
s2U1010930	P1021570	1.0
s2U1015974	P1013444	1.0
s2U1009038	P1033560	1.0
s2U1006619	P1025558	1.0
s2U1018382	P1001719	1.0
s2U1015726	P1034636	1.0
s2U1003724	P1005163	1.0
s2U1013303	P1012451	1.0
s2U1001214	P1034636	1.0
s2U1014928	P1027302	1.0
s2U1014136	P1010687	1.0
s2U1013902	P1024355	1.0
s2U1008926	P1016046	1.0
s2U1017544	P1019922	1.0
s2U1001148	P1005007	1.0
s2U1000488	P1022079	1.0
s2U1002025	P1023121	1.0
s2U1015743	P1006781	1.0
s2U1005101	P1004287	1.0
s2U1014144	P1031288	1.0
s2U1008101	P1022063	1.0
s2U1003910	P1012181	1.0
s2U1004424	P1030480	1.0
s2U1017774	P1030120	1.0
s2U1005816	P1014994	1.0
s2U1014726	P1022516	1.0
s2U1012741	P1003975	1.0
s2U1001655	P1029615	1.0
s2U1014734	P1014102	1.0
s2U1007191	P1000481	1.0
s2U1003328	P1033459	1.0
s2U1003758	P1013766	1.0
s2U1003194	P1030238	1.0
s2U1011586	P1028815	1.0
s2U1000853	P1029602	1.0
s2U1006774	P1021206	1.0
s2U1014719	P1003325	1.0
s2U1012558	P1034611	1.0
s2U1007581	P1031924	1.0
s2U1000088	P1015071	1.0
s2U1004339	P1008603	1.0
s2U1018019	P1000590	1.0
s2U1010740	P1012181	1.0
s2U1003999	P1034611	1.0
s2U1013871	P1033469	1.0
s2U1003745	P1026259	1.0
s2U1001827	P1031288	1.0
s2U1017610	P1004541	1.0
s2U1011151	P1014969	1.0
s2U1009201	P1000680	1.0
s2U1005102	P1014102	1.0
s2U1007528	P1017380	1.0
s2U1006820	P1009968	1.0
s2U1002982	P1023096	1.0
s2U1002372	P1014102	1.0
s2U1004206	P1030155	1.0
s2U1017597	P1012181	1.0
s2U1004423	P1033469	1.0
s2U1015590	P1019890	1.0
s2U1016040	P1014502	1.0
s2U1004713	P1032482	1.0
s2U1005974	P1006939	1.0
s2U1007743	P1007568	1.0
s2U1002359	P1021484	1.0
s2U1014793	P1001419	1.0
s2U1017680	P1027403	1.0
s2U1000093	P1011331	1.0
s2U1014061	P1009440	1.0
s2U1007665	P1034636	1.0
s2U1004759	P1019005	1.0
s2U1012706	P1029615	1.0
s2U1006226	P1034611	1.0
s2U1004181	P1006656	1.0
s2U1002573	P1033133	1.0
s2U1015620	P1002749	1.0
s2U1001430	P1010381	1.0
s2U1009495	P1004287	1.0
s2U1010586	P1008826	1.0
s2U1017192	P1000204	1.0
s2U1003360	P1019899	1.0
s2U1002539	P1014575	1.0
s2U1004048	P1007106	1.0
s2U1015467	P1014102	1.0
s2U1006957	P1031288	1.0
s2U1015323	P1025055	1.0
s2U1007623	P1028958	1.0
s2U1002567	P1007983	1.0
s2U1000061	P1021719	1.0
s2U1005369	P1012402	1.0
s2U1002800	P1030120	1.0
s2U1015930	P1012181	1.0
s2U1002297	P1013766	1.0
s2U1007819	P1031288	1.0
s2U1012407	P1006749	1.0
s2U1005651	P1010923	1.0
s2U1005380	P1025692	1.0
s2U1010740	P1034611	1.0
s2U1010545	P1008592	1.0
s2U1011345	P1007874	1.0
s2U1010799	P1016336	1.0
s2U1001094	P1031924	1.0
s2U1008007	P1034611	1.0
s2U1013655	P1027585	1.0
s2U1013358	P1019005	1.0
s2U1012659	P1030979	1.0
s2U1007754	P1033469	1.0
s2U1017019	P1009968	1.0
s2U1009058	P1020987	1.0
s2U1014653	P1005919	1.0
s2U1008120	P1027539	1.0
s2U1005807	P1031288	1.0
s2U1000853	P1033081	1.0
s2U1008170	P1008566	1.0
s2U1000057	P1024982	1.0
s2U1003300	P1033612	1.0
s2U1001264	P1001113	1.0
s2U1015881	P1032180	1.0
s2U1016775	P1020692	1.0
s2U1001740	P1028896	1.0
s2U1016639	P1022063	1.0
s2U1013651	P1034636	1.0
s2U1008163	P1000316	1.0
s2U1009595	P1029987	1.0
s2U1000347	P1028530	1.0
s2U1013607	P1006781	1.0
s2U1015970	P1026949	1.0
s2U1012736	P1014102	1.0
s2U1000190	P1014647	1.0
s2U1012109	P1031268	1.0
s2U1006362	P1020357	1.0
s2U1010377	P1031924	1.0
s2U1008212	P1033469	1.0
s2U1015590	P1005471	1.0
s2U1010489	P1014102	1.0
s2U1016794	P1032058	1.0
s2U1018431	P1015102	1.0
s2U1013687	P1002600	1.0
s2U1002517	P1006557	1.0
s2U1017119	P1016949	1.0
s2U1008040	P1009219	1.0
s2U1005657	P1000481	1.0
s2U1004238	P1016685	1.0
s2U1012669	P1007125	1.0
s2U1015868	P1010314	1.0
s2U1001803	P1019005	1.0
s2U1013710	P1000590	1.0
s2U1014029	P1021570	1.0
s2U1017547	P1000590	1.0
s2U1004566	P1013766	1.0
s2U1018193	P1003550	1.0
s2U1006276	P1000590	1.0
s2U1009474	P1034611	1.0
s2U1005506	P1029064	1.0
s2U1007401	P1016867	1.0
s2U1009701	P1014102	1.0
s2U1004904	P1001785	1.0
s2U1013736	P1033469	1.0
s2U1015090	P1031853	1.0
s2U1000844	P1001058	1.0
s2U1007834	P1028896	1.0
s2U1007723	P1005919	1.0
s2U1013994	P1033469	1.0
s2U1003435	P1005007	1.0
s2U1018331	P1019899	1.0
s2U1012822	P1003866	1.0
s2U1015398	P1011283	1.0
s2U1014336	P1032058	1.0
s2U1009375	P1009712	1.0
s2U1006919	P1012181	1.0
s2U1003691	P1031924	1.0
s2U1010406	P1018762	1.0
s2U1000680	P1034636	1.0
s2U1016632	P1033560	1.0
s2U1007535	P1008826	1.0
s2U1014452	P1005973	1.0
s2U1012465	P1015791	1.0
s2U1004972	P1015266	1.0
s2U1003580	P1014102	1.0
s2U1002120	P1009968	1.0
s2U1009299	P1023121	1.0
s2U1000318	P1014318	1.0
s2U1016988	P1034611	1.0
s2U1010257	P1005878	1.0
s2U1009220	P1032217	1.0
s2U1012534	P1032058	1.0
s2U1018534	P1010037	1.0
s2U1018416	P1033320	1.0
s2U1014573	P1023221	1.0
s2U1015336	P1022063	1.0
s2U1017909	P1006939	1.0
s2U1012095	P1029987	1.0
s2U1011559	P1032995	1.0
s2U1007624	P1007032	1.0
s2U1001180	P1029127	1.0
s2U1012217	P1017627	1.0
s2U1008894	P1019005	1.0
s2U1002346	P1014102	1.0
s2U1018580	P1021558	1.0
s2U1009054	P1034636	1.0
s2U1010418	P1033469	1.0
s2U1017342	P1012181	1.0
s2U1011200	P1001785	1.0
s2U1016118	P1013193	1.0
s2U1001363	P1024388	1.0
s2U1003858	P1000590	1.0
s2U1002933	P1020361	1.0
s2U1015842	P1004287	1.0
s2U1014405	P1014535	1.0
s2U1011976	P1021206	1.0
s2U1016292	P1018865	1.0
s2U1013215	P1005163	1.0
s2U1016362	P1025927	1.0
s2U1011486	P1014102	1.0
s2U1007647	P1012181	1.0
s2U1018235	P1020361	1.0
s2U1016197	P1031288	1.0
s2U1012566	P1006282	1.0
s2U1007903	P1029198	1.0
s2U1006606	P1027384	1.0
s2U1003861	P1033133	1.0
s2U1003194	P1006656	1.0
s2U1010456	P1014102	1.0
s2U1011543	P1013766	1.0
s2U1018345	P1014537	1.0
s2U1011916	P1005712	1.0
s2U1007743	P1019005	1.0
s2U1008432	P1012181	1.0
s2U1010454	P1027433	1.0
s2U1015991	P1009505	1.0
s2U1004994	P1034611	1.0
s2U1010471	P1033469	1.0
s2U1009170	P1029587	1.0
s2U1012982	P1021042	1.0
s2U1006177	P1009440	1.0
s2U1015723	P1010559	1.0
s2U1002720	P1005878	1.0
s2U1003779	P1014647	1.0
s2U1011969	P1031288	1.0
s2U1015995	P1034611	1.0
s2U1012455	P1025807	1.0
s2U1004181	P1014102	1.0
s2U1005902	P1015266	1.0
s2U1007001	P1003550	1.0
s2U1011585	P1002386	1.0
s2U1003331	P1013766	1.0
s2U1012626	P1019890	1.0
s2U1005580	P1014102	1.0
s2U1001635	P1008800	1.0
s2U1014919	P1022063	1.0
s2U1012653	P1020853	1.0
s2U1006456	P1027215	1.0
s2U1002038	P1025150	1.0
s2U1008819	P1031924	1.0
s2U1018757	P1007934	1.0
s2U1009148	P1030286	1.0
s2U1018696	P1029628	1.0
s2U1011424	P1032597	1.0
s2U1004593	P1033404	1.0
s2U1010700	P1032988	1.0
s2U1011454	P1014102	1.0
s2U1012526	P1023148	1.0
s2U1017610	P1009380	1.0
s2U1012619	P1004287	1.0
s2U1017277	P1003506	1.0
s2U1018446	P1018155	1.0
s2U1011428	P1006656	1.0
s2U1014626	P1027302	1.0
s2U1012624	P1002807	1.0
s2U1009983	P1032597	1.0
s2U1006175	P1003053	1.0
s2U1000368	P1012181	1.0
s2U1004179	P1000590	1.0
s2U1005491	P1021206	1.0
s2U1017419	P1025032	1.0
s2U1014352	P1009387	1.0
s2U1017319	P1026807	1.0
s2U1004965	P1031858	1.0
s2U1007134	P1028229	1.0
s2U1007521	P1019492	1.0
s2U1016251	P1026077	1.0
s2U1014146	P1031288	1.0
s2U1003987	P1012287	1.0
s2U1016579	P1004657	1.0
s2U1017987	P1004541	1.0
s2U1003196	P1028896	1.0
s2U1008587	P1026923	1.0
s2U1017659	P1031924	1.0
s2U1003885	P1008806	1.0
s2U1014485	P1013766	1.0
s2U1005665	P1029461	1.0
s2U1012930	P1011023	1.0
s2U1017424	P1024241	1.0
s2U1016613	P1030120	1.0
s2U1003209	P1009380	1.0
s2U1007646	P1014102	1.0
s2U1005973	P1033469	1.0
s2U1006751	P1034636	1.0
s2U1012327	P1031288	1.0
s2U1000028	P1028896	1.0
s2U1009627	P1002136	1.0
s2U1000517	P1031288	1.0
s2U1001441	P1018607	1.0
s2U1016390	P1014102	1.0
s2U1012638	P1018314	1.0
s2U1014354	P1012181	1.0
s2U1015431	P1027215	1.0
s2U1015691	P1029127	1.0
s2U1004271	P1012350	1.0
s2U1006380	P1019605	1.0
s2U1003283	P1007983	1.0
s2U1001655	P1021570	1.0
s2U1010921	P1001918	1.0
s2U1005360	P1033787	1.0
s2U1014502	P1020326	1.0
s2U1017311	P1031300	1.0
s2U1002122	P1007489	1.0
s2U1003945	P1033469	1.0
s2U1012534	P1005973	1.0
s2U1000469	P1019184	1.0
s2U1005257	P1000496	1.0
s2U1008966	P1000206	1.0
s2U1007474	P1005471	1.0
s2U1002797	P1014102	1.0
s2U1016128	P1027537	1.0
s2U1005190	P1034611	1.0
s2U1011590	P1005973	1.0
s2U1007875	P1006805	1.0
s2U1006271	P1018865	1.0
s2U1002197	P1018865	1.0
s2U1017441	P1033469	1.0
s2U1007337	P1030120	1.0
s2U1002431	P1025927	1.0
s2U1015906	P1030105	1.0
s2U1015373	P1005919	1.0
s2U1017202	P1013766	1.0
s2U1002612	P1031213	1.0
s2U1015546	P1014225	1.0
s2U1017004	P1021206	1.0
s2U1001717	P1028496	1.0
s2U1000163	P1013631	1.0
s2U1003945	P1031924	1.0
s2U1001551	P1002579	1.0
s2U1008140	P1007489	1.0
s2U1003116	P1031924	1.0
s2U1018499	P1022063	1.0
s2U1000135	P1033133	1.0
s2U1006478	P1016469	1.0
s2U1015087	P1013193	1.0
s2U1004523	P1034348	1.0
s2U1015317	P1033304	1.0
s2U1011365	P1002518	1.0
s2U1001827	P1013766	1.0
s2U1005909	P1026807	1.0
s2U1002207	P1010818	1.0
s2U1007956	P1013631	1.0
s2U1017547	P1022063	1.0
s2U1013792	P1018047	1.0
s2U1004777	P1019613	1.0
s2U1015719	P1020119	1.0
s2U1002439	P1031924	1.0
s2U1016091	P1021570	1.0
s2U1003329	P1030120	1.0
s2U1018121	P1030796	1.0
s2U1016520	P1030497	1.0
s2U1005000	P1013766	1.0
s2U1014347	P1003975	1.0
s2U1009164	P1025807	1.0
s2U1017753	P1015969	1.0
s2U1001864	P1016949	1.0
s2U1004892	P1003975	1.0
s2U1017277	P1010381	1.0
s2U1009062	P1031288	1.0
s2U1005182	P1004287	1.0
s2U1005909	P1029820	1.0
s2U1000375	P1022517	1.0
s2U1010870	P1007423	1.0
s2U1008466	P1011182	1.0
s2U1008358	P1031924	1.0
s2U1000169	P1031288	1.0
s2U1015830	P1006909	1.0
s2U1001528	P1009185	1.0
s2U1011386	P1019890	1.0
s2U1009787	P1003626	1.0
s2U1010268	P1001561	1.0
s2U1008059	P1021216	1.0
s2U1011365	P1018212	1.0
s2U1011654	P1014318	1.0
s2U1017424	P1021543	1.0
s2U1003341	P1005878	1.0
s2U1017808	P1001599	1.0
s2U1010671	P1034611	1.0
s2U1004153	P1014156	1.0
s2U1012438	P1008806	1.0
s2U1008549	P1034348	1.0
s2U1005148	P1001419	1.0
s2U1010322	P1000942	1.0
s2U1006557	P1021206	1.0
s2U1004747	P1033133	1.0
s2U1005950	P1013766	1.0
s2U1001390	P1027439	1.0
s2U1004465	P1005163	1.0
s2U1009582	P1013693	1.0
s2U1009758	P1031924	1.0
s2U1010256	P1020880	1.0
s2U1005699	P1003866	1.0
s2U1016710	P1018738	1.0
s2U1011226	P1017260	1.0
s2U1006896	P1010460	1.0
s2U1009352	P1014102	1.0
s2U1004904	P1008806	1.0
s2U1005380	P1032230	1.0
s2U1009335	P1008468	1.0
s2U1014749	P1012353	1.0
s2U1000412	P1034611	1.0
s2U1000061	P1028805	1.0
s2U1012675	P1022108	1.0
s2U1014572	P1003664	1.0
s2U1004123	P1034636	1.0
s2U1001750	P1013193	1.0
s2U1016298	P1018735	1.0
s2U1001899	P1014102	1.0
s2U1000100	P1006688	1.0
s2U1016945	P1023672	1.0
s2U1011148	P1026877	1.0
s2U1000863	P1005880	1.0
s2U1004694	P1031993	1.0
s2U1000743	P1034611	1.0
s2U1009412	P1018889	1.0
s2U1001554	P1001599	1.0
s2U1003124	P1012181	1.0
s2U1013690	P1025565	1.0
s2U1005020	P1001599	1.0
s2U1012881	P1005919	1.0
s2U1005322	P1033612	1.0
s2U1016166	P1025635	1.0
s2U1018794	P1013766	1.0
s2U1014039	P1031268	1.0
s2U1005234	P1007489	1.0
s2U1013384	P1006909	1.0
s2U1014761	P1028080	1.0
s2U1008110	P1011713	1.0
s2U1009375	P1026949	1.0
s2U1015087	P1022063	1.0
s2U1016111	P1013766	1.0
s2U1000747	P1021193	1.0
s2U1003001	P1008806	1.0
s2U1004860	P1012181	1.0
s2U1013769	P1014379	1.0
s2U1017042	P1033807	1.0
s2U1005032	P1016454	1.0
s2U1009986	P1033612	1.0
s2U1016567	P1009505	1.0
s2U1001503	P1009968	1.0
s2U1001504	P1018865	1.0
s2U1017729	P1004287	1.0
s2U1005024	P1000177	1.0
s2U1010480	P1004460	1.0
s2U1016380	P1031288	1.0
s2U1007743	P1003506	1.0
s2U1001172	P1031288	1.0
s2U1005471	P1013766	1.0
s2U1018847	P1025246	1.0
s2U1002970	P1019890	1.0
s2U1007295	P1030120	1.0
s2U1015145	P1028765	1.0
s2U1010761	P1009542	1.0
s2U1002718	P1030120	1.0
s2U1001670	P1011129	1.0
s2U1014008	P1009303	1.0
s2U1016057	P1011664	1.0
s2U1000486	P1012607	1.0
s2U1012526	P1017395	1.0
s2U1013167	P1014537	1.0
s2U1013947	P1007336	1.0
s2U1018832	P1004381	1.0
s2U1012751	P1030120	1.0
s2U1010327	P1010460	1.0
s2U1009461	P1015014	1.0
s2U1008292	P1002807	1.0
s2U1007198	P1005471	1.0
s2U1009481	P1014102	1.0
s2U1016170	P1020556	1.0
s2U1009925	P1003550	1.0
s2U1005832	P1020903	1.0
s2U1004766	P1018607	1.0
s2U1008739	P1031288	1.0
s2U1003787	P1016853	1.0
s2U1004772	P1014102	1.0
s2U1010489	P1031288	1.0
s2U1001635	P1021965	1.0
s2U1004110	P1005163	1.0
s2U1016865	P1005471	1.0
s2U1008684	P1032199	1.0
s2U1013396	P1028662	1.0
s2U1011042	P1014218	1.0
s2U1001223	P1011129	1.0
s2U1004960	P1028702	1.0
s2U1002633	P1031288	1.0
s2U1014628	P1010606	1.0
s2U1010463	P1034636	1.0
s2U1001672	P1013631	1.0
s2U1003655	P1033469	1.0
s2U1001216	P1006805	1.0
s2U1007957	P1034636	1.0
s2U1011808	P1001830	1.0
s2U1006948	P1007365	1.0
s2U1005039	P1033560	1.0
s2U1014169	P1001180	1.0
s2U1002254	P1008689	1.0
s2U1007632	P1010559	1.0
s2U1008280	P1018865	1.0
s2U1013341	P1009505	1.0
s2U1010977	P1018715	1.0
s2U1009806	P1023353	1.0
s2U1011235	P1033104	1.0
s2U1010177	P1014102	1.0
s2U1018327	P1012181	1.0
s2U1005297	P1034611	1.0
s2U1001672	P1033133	1.0
s2U1014293	P1017395	1.0
s2U1014455	P1010381	1.0
s2U1002156	P1012181	1.0
s2U1001419	P1023606	1.0
s2U1014432	P1012181	1.0
s2U1014422	P1022063	1.0
s2U1018023	P1023121	1.0
s2U1005497	P1005007	1.0
s2U1018507	P1016948	1.0
s2U1001726	P1031924	1.0
s2U1015802	P1012181	1.0
s2U1002964	P1012181	1.0
s2U1009839	P1001512	1.0
s2U1017747	P1034636	1.0
s2U1014183	P1013631	1.0
s2U1008028	P1033469	1.0
s2U1011264	P1008592	1.0
s2U1009670	P1012181	1.0
s2U1011559	P1027665	1.0
s2U1018250	P1005163	1.0
s2U1007688	P1034611	1.0
s2U1000052	P1010314	1.0
s2U1008793	P1021788	1.0
s2U1001264	P1024685	1.0
s2U1009242	P1027874	1.0
s2U1002753	P1012840	1.0
s2U1008470	P1017627	1.0
s2U1002171	P1014198	1.0
s2U1002082	P1000256	1.0
s2U1005527	P1034300	1.0
s2U1003745	P1022532	1.0
s2U1014216	P1012181	1.0
s2U1008367	P1020556	1.0
s2U1016274	P1031924	1.0
s2U1008119	P1031253	1.0
s2U1016474	P1003572	1.0
s2U1007234	P1027537	1.0
s2U1000214	P1031288	1.0
s2U1013503	P1006557	1.0
s2U1018391	P1000316	1.0
s2U1017370	P1031924	1.0
s2U1006271	P1013631	1.0
s2U1003784	P1025353	1.0
s2U1001928	P1022284	1.0
s2U1007941	P1015014	1.0
s2U1001034	P1000590	1.0
s2U1015113	P1033751	1.0
s2U1000037	P1005140	1.0
s2U1002355	P1007676	1.0
s2U1012900	P1028496	1.0
s2U1002387	P1031288	1.0
s2U1014478	P1005192	1.0
s2U1011514	P1005878	1.0
s2U1002814	P1026077	1.0
s2U1007587	P1021703	1.0
s2U1010128	P1013766	1.0
s2U1003640	P1003643	1.0
s2U1006230	P1021331	1.0
s2U1018370	P1009968	1.0
s2U1007191	P1023121	1.0
s2U1002980	P1010547	1.0
s2U1013780	P1029917	1.0
s2U1008908	P1007336	1.0
s2U1001528	P1012731	1.0
s2U1000674	P1025746	1.0
s2U1017283	P1003573	1.0
s2U1011044	P1017323	1.0
s2U1003247	P1012181	1.0
s2U1002563	P1007790	1.0
s2U1008702	P1009505	1.0
s2U1000382	P1033469	1.0
s2U1011939	P1012181	1.0
s2U1017203	P1025430	1.0
s2U1010586	P1021570	1.0
s2U1008209	P1023130	1.0
s2U1010983	P1005192	1.0
s2U1004224	P1022063	1.0
s2U1011488	P1014102	1.0
s2U1007209	P1013766	1.0
s2U1013182	P1012945	1.0
s2U1009706	P1010381	1.0
s2U1012423	P1016688	1.0
s2U1016456	P1028496	1.0
s2U1011286	P1032597	1.0
s2U1000751	P1018865	1.0
s2U1009367	P1019890	1.0
s2U1017761	P1031288	1.0
s2U1016645	P1010559	1.0
s2U1013158	P1025338	1.0
s2U1012062	P1023121	1.0
s2U1007849	P1033469	1.0
s2U1003295	P1034611	1.0
s2U1011066	P1031616	1.0
s2U1011936	P1026077	1.0
s2U1008662	P1005471	1.0
s2U1004571	P1024031	1.0
s2U1017463	P1013193	1.0
s2U1002245	P1026077	1.0
s2U1011617	P1000256	1.0
s2U1000902	P1003866	1.0
s2U1002560	P1012181	1.0
s2U1015533	P1033469	1.0
s2U1004271	P1031924	1.0
s2U1009709	P1004460	1.0
s2U1015746	P1009219	1.0
s2U1005914	P1014102	1.0
s2U1005047	P1003866	1.0
s2U1017419	P1021906	1.0
s2U1011396	P1007336	1.0
s2U1000900	P1031288	1.0
s2U1018250	P1005973	1.0
s2U1002519	P1013969	1.0
s2U1004181	P1031924	1.0
s2U1015160	P1033787	1.0
s2U1006820	P1033196	1.0
s2U1010925	P1001830	1.0
s2U1015894	P1013631	1.0
s2U1007286	P1014994	1.0
s2U1008140	P1020932	1.0
s2U1004773	P1004287	1.0
s2U1009976	P1021570	1.0
s2U1006054	P1034611	1.0
s2U1005024	P1008623	1.0
s2U1002586	P1034611	1.0
s2U1017470	P1015109	1.0
s2U1002310	P1029451	1.0
s2U1015633	P1014102	1.0
s2U1004120	P1034611	1.0
s2U1012566	P1017380	1.0
s2U1016856	P1012287	1.0
s2U1007932	P1027902	1.0
s2U1017176	P1021964	1.0
s2U1014440	P1011943	1.0
s2U1009232	P1021965	1.0
s2U1015717	P1000481	1.0
s2U1005106	P1013471	1.0
s2U1002831	P1034611	1.0
s2U1018646	P1013645	1.0
s2U1001268	P1009440	1.0
s2U1017336	P1010381	1.0
s2U1010046	P1014102	1.0
s2U1014534	P1033133	1.0
s2U1006236	P1032058	1.0
s2U1012037	P1029587	1.0
s2U1012220	P1014413	1.0
